PeakID	Irf1_0	Irf1_120	Irf4_0	Irf4_120	Junb_0	Junb_120	Rela_0	Rela_120	Relb_0	Relb_120	Rel_0	Rel_120	Stat1_0	Stat1_120	Stat2_0	Stat2_120	Stat3_0	Stat3_120
peak3609	6.65	16.75	13.51	6.53	18.67	9.57	7.80	29.02	7.27	16.63	1.61	1.60	2.54	8.59	1.37	0.64	1.26	10.40
peak13946	13.29	6.44	15.01	7.12	14.00	1.91	0.00	6.77	2.08	0.00	1.61	0.00	1.45	2.90	2.73	1.92	1.26	3.20
peak24245	0.00	1.29	1.50	1.19	3.11	0.00	0.00	1.93	2.08	0.00	0.00	1.60	1.94	0.89	5.47	1.28	1.89	2.40
peak20762	15.51	29.64	19.51	8.90	12.45	40.18	3.34	51.26	13.51	32.22	3.22	14.36	1.57	7.48	0.00	8.34	1.89	12.80
peak27746	14.40	14.17	25.52	6.53	24.89	22.96	2.23	23.21	2.08	8.32	1.61	4.79	0.85	4.57	0.00	1.92	3.77	9.60
peak26186	3.32	5.15	7.51	2.97	0.00	5.74	4.46	2.90	1.04	3.12	1.61	4.79	1.21	3.24	0.00	3.85	1.89	2.40
peak20106	0.00	1.29	1.50	0.00	3.11	1.91	2.23	0.97	2.08	0.00	1.61	0.00	1.69	0.89	0.00	0.64	0.63	1.60
peak29316	1.11	1.29	0.00	2.37	6.22	0.00	3.34	2.90	0.00	0.00	0.00	1.60	1.09	0.78	0.00	0.00	0.63	1.60
peak15015	7.75	12.89	1.50	3.56	6.22	17.22	1.11	27.08	0.00	7.28	3.22	9.58	1.69	3.57	5.47	0.64	3.14	7.20
peak18428	2.22	21.90	0.00	1.19	4.67	5.74	1.11	2.90	4.16	11.43	0.00	3.19	0.85	1.34	0.00	2.57	1.89	0.00
peak7906	1.11	5.15	16.51	1.19	6.22	1.91	0.00	9.67	1.04	0.00	0.00	0.00	1.09	2.01	1.37	0.64	0.63	3.20
peak27982	1.11	1.29	4.50	1.19	15.56	17.22	0.00	3.87	4.16	3.12	3.22	4.79	0.97	0.78	1.37	0.00	1.26	0.00
peak6821	1.11	2.58	0.00	0.59	0.00	0.00	0.00	2.90	2.08	0.00	0.00	0.00	0.48	0.45	1.37	0.64	1.26	1.60
peak22398	3.32	45.10	12.01	8.30	6.22	3.83	4.46	15.47	0.00	6.24	1.61	3.19	7.02	98.29	9.57	47.45	0.63	12.80
peak21466	7.75	11.60	4.50	2.37	12.45	11.48	0.00	6.77	0.00	4.16	1.61	1.60	1.21	3.46	8.20	2.57	0.00	9.60
peak11885	6.65	10.31	6.00	2.97	21.78	32.52	2.23	4.84	3.12	2.08	3.22	4.79	0.36	3.24	0.00	1.92	2.51	1.60
peak7513	4.43	6.44	4.50	3.56	6.22	19.13	0.00	3.87	0.00	4.16	1.61	4.79	1.21	6.14	2.73	3.85	1.89	8.00
peak4296	0.00	1.29	0.00	0.00	0.00	0.00	3.34	1.93	0.00	1.04	0.00	1.60	0.85	0.67	0.00	0.00	0.63	0.00
peak24926	16.62	5.15	7.51	5.93	14.00	11.48	0.00	2.90	10.39	4.16	1.61	1.60	0.00	2.57	1.37	0.00	0.63	4.00
peak23327	0.00	2.58	0.00	0.59	0.00	0.00	3.34	1.93	1.04	0.00	1.61	0.00	0.85	0.89	0.00	1.28	0.63	0.80
peak12822	2.22	2.58	6.00	2.37	4.67	0.00	0.00	0.97	1.04	1.04	0.00	0.00	0.48	2.79	2.73	0.00	1.89	0.00
peak9084	0.00	0.00	0.00	0.00	0.00	0.00	1.11	0.00	2.08	0.00	1.61	1.60	1.21	0.89	0.00	0.64	0.63	0.00
peak28427	5.54	15.46	42.03	13.05	10.89	13.39	2.23	10.64	3.12	4.16	6.44	1.60	0.85	13.83	2.73	8.98	2.51	3.20
peak15025	7.75	7.73	6.00	2.97	37.34	3.83	2.23	9.67	5.19	3.12	3.22	4.79	1.33	5.24	1.37	3.85	1.89	1.60
peak10376	3.32	2.58	0.00	1.19	1.56	1.91	1.11	3.87	3.12	4.16	0.00	3.19	1.69	0.89	0.00	0.00	1.89	1.60
peak11471	1.11	7.73	12.01	4.75	21.78	17.22	3.34	7.74	3.12	4.16	0.00	1.60	1.57	1.23	0.00	0.64	3.14	5.60
peak21837	1.11	1.29	7.51	4.15	4.67	13.39	2.23	4.84	1.04	2.08	1.61	6.38	2.30	2.68	6.84	2.57	3.14	2.40
peak23275	18.83	28.35	63.05	32.03	7.78	13.39	14.49	78.34	4.16	9.35	11.27	39.90	4.60	11.05	6.84	7.05	3.14	5.60
peak29571	13.29	6.44	19.51	10.68	14.00	11.48	1.11	2.90	3.12	2.08	3.22	0.00	1.09	1.56	1.37	1.28	1.26	0.80
peak11660	2.22	6.44	10.51	4.75	6.22	1.91	0.00	21.28	1.04	1.04	1.61	6.38	2.42	3.35	0.00	1.28	1.89	5.60
peak28955	4.43	11.60	4.50	5.34	7.78	9.57	10.03	11.61	4.16	6.24	4.83	1.60	2.30	5.13	2.73	5.13	1.89	4.80
peak26929	5.54	9.02	13.51	5.93	20.22	66.96	10.03	26.11	3.12	14.55	1.61	15.96	1.81	3.79	1.37	2.57	3.77	4.80
peak22736	8.86	9.02	27.02	4.75	12.45	3.83	2.23	11.61	2.08	9.35	1.61	4.79	0.48	4.35	4.10	1.92	3.77	0.80
peak18902	7.75	10.31	24.02	11.86	15.56	15.31	1.11	31.92	3.12	6.24	0.00	9.58	1.81	4.57	1.37	3.21	1.26	5.60
peak18026	2.22	5.15	3.00	5.34	0.00	3.83	0.00	11.61	3.12	2.08	1.61	1.60	1.69	2.01	0.00	0.00	2.51	2.40
peak9165	6.65	5.15	1.50	4.15	4.67	1.91	2.23	5.80	2.08	1.04	4.83	3.19	2.18	1.90	2.73	3.85	0.00	3.20
peak18287	2.22	6.44	4.50	3.56	3.11	13.39	6.69	8.70	1.04	5.20	4.83	6.38	2.42	3.35	1.37	1.92	1.26	6.40
peak12896	4.43	9.02	10.51	7.71	28.00	34.44	2.23	11.61	5.19	6.24	1.61	3.19	1.94	4.69	17.78	7.05	1.89	12.80
peak14853	28.80	42.52	7.51	5.34	1.56	3.83	1.11	5.80	4.16	5.20	1.61	0.00	1.09	6.25	2.73	12.18	3.14	6.40
peak15679	6.65	16.75	52.54	18.98	24.89	15.31	1.11	15.47	5.19	8.32	3.22	6.38	1.45	4.13	0.00	6.41	0.63	8.00
peak9923	6.65	2.58	3.00	0.59	0.00	0.00	1.11	4.84	1.04	6.24	0.00	4.79	2.18	4.80	4.10	1.28	0.63	4.00
peak20407	1.11	6.44	7.51	5.34	12.45	15.31	0.00	4.84	2.08	8.32	1.61	0.00	1.45	1.56	1.37	0.64	0.63	8.00
peak18857	6.65	11.60	31.52	9.49	26.45	40.18	1.11	27.08	0.00	10.39	4.83	12.77	1.09	3.46	2.73	1.92	0.63	3.20
peak11516	0.00	2.58	0.00	0.00	0.00	1.91	0.00	0.00	1.04	2.08	3.22	0.00	0.24	1.00	0.00	0.64	1.89	0.00
peak12653	8.86	11.60	3.00	3.56	17.11	36.35	1.11	3.87	5.19	0.00	1.61	1.60	2.66	2.45	2.73	5.13	1.89	0.80
peak30236	3.32	3.87	34.53	21.95	18.67	1.91	2.23	6.77	3.12	0.00	0.00	1.60	1.81	1.90	1.37	2.57	3.14	2.40
peak16529	12.19	23.19	1.50	7.12	10.89	21.05	4.46	20.31	7.27	17.67	4.83	4.79	1.21	7.81	2.73	10.90	4.40	4.80
peak27203	5.54	7.73	3.00	5.34	0.00	5.74	1.11	11.61	0.00	4.16	0.00	7.98	1.09	2.79	5.47	1.28	1.89	1.60
peak7994	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.78	0.00	0.00	0.00	0.00
peak9601	24.37	16.75	24.02	16.02	31.11	17.22	8.92	18.38	3.12	5.20	1.61	7.98	1.81	4.80	6.84	3.21	3.14	6.40
peak4186	2.22	1.29	7.51	2.37	0.00	0.00	0.00	0.97	2.08	0.00	0.00	3.19	1.45	1.00	0.00	0.00	1.26	2.40
peak24954	3.32	1.29	1.50	0.59	3.11	0.00	1.11	2.90	0.00	0.00	0.00	0.00	2.06	0.33	0.00	1.28	0.00	0.80
peak27068	1.11	0.00	4.50	1.19	15.56	13.39	2.23	5.80	3.12	4.16	1.61	4.79	1.33	1.90	1.37	1.92	0.63	0.80
peak24125	2.22	2.58	7.51	3.56	6.22	0.00	0.00	0.97	0.00	8.32	0.00	4.79	1.09	1.79	1.37	1.28	2.51	0.00
peak11033	2.22	5.15	0.00	1.78	6.22	5.74	1.11	8.70	5.19	2.08	0.00	3.19	1.09	1.00	6.84	1.92	0.63	3.20
peak340	0.00	0.00	3.00	0.00	6.22	5.74	0.00	2.90	0.00	1.04	1.61	0.00	0.73	1.23	2.73	1.28	0.63	0.00
peak18694	11.08	6.44	21.02	12.46	14.00	11.48	2.23	4.84	3.12	6.24	0.00	4.79	0.85	2.57	1.37	2.57	0.00	1.60
peak16354	31.02	33.50	25.52	3.56	42.00	42.09	7.80	35.79	6.23	5.20	8.05	14.36	2.06	5.36	6.84	1.28	4.40	11.20
peak3339	4.43	9.02	12.01	10.68	7.78	1.91	7.80	8.70	0.00	4.16	0.00	3.19	1.09	3.79	0.00	6.41	1.26	0.80
peak28931	0.00	3.87	0.00	0.59	4.67	0.00	2.23	3.87	2.08	1.04	0.00	1.60	0.36	1.45	0.00	0.00	1.89	2.40
peak9866	5.54	1.29	7.51	0.00	10.89	28.70	6.69	14.51	5.19	8.32	0.00	4.79	0.36	3.35	0.00	1.92	0.63	5.60
peak7974	1.11	5.15	6.00	3.56	3.11	0.00	3.34	1.93	1.04	2.08	1.61	4.79	1.69	1.12	0.00	5.13	0.63	0.80
peak20616	26.59	30.92	12.01	7.71	20.22	42.09	15.61	63.83	11.43	32.22	6.44	36.71	3.87	8.59	2.73	6.41	3.14	13.60
peak5749	0.00	10.31	9.01	6.53	3.11	0.00	1.11	0.97	3.12	4.16	4.83	0.00	1.57	3.57	0.00	2.57	0.00	3.20
peak20547	7.75	6.44	10.51	4.15	10.89	13.39	3.34	8.70	1.04	7.28	3.22	1.60	4.36	3.90	4.10	5.77	3.14	6.40
peak5329	6.65	11.60	9.01	2.37	6.22	7.65	1.11	3.87	2.08	3.12	0.00	0.00	2.54	7.03	1.37	1.92	0.00	2.40
peak18720	5.54	7.73	0.00	2.37	0.00	3.83	1.11	8.70	0.00	2.08	1.61	9.58	1.57	12.61	5.47	2.57	1.26	4.80
peak23633	2.22	1.29	1.50	2.37	9.33	9.57	2.23	8.70	1.04	1.04	3.22	3.19	1.81	3.01	0.00	1.28	3.14	2.40
peak7323	4.43	5.15	4.50	5.34	6.22	5.74	1.11	3.87	3.12	1.04	3.22	1.60	3.02	3.90	0.00	2.57	2.51	4.80
peak25036	1.11	3.87	6.00	0.59	0.00	0.00	1.11	0.00	1.04	0.00	1.61	0.00	0.60	0.45	1.37	0.00	0.63	1.60
peak22164	12.19	7.73	12.01	1.78	10.89	28.70	6.69	16.44	3.12	2.08	3.22	6.38	0.97	3.46	0.00	1.28	2.51	3.20
peak11791	5.54	3.87	1.50	8.30	4.67	3.83	2.23	11.61	1.04	13.51	1.61	4.79	1.21	1.00	1.37	0.00	1.89	3.20
peak7572	0.00	1.29	0.00	1.19	0.00	1.91	0.00	0.00	0.00	0.00	1.61	0.00	1.09	1.12	0.00	1.28	1.26	0.80
peak1926	1.11	1.29	13.51	4.75	6.22	13.39	5.57	6.77	3.12	5.20	1.61	7.98	2.18	2.34	0.00	1.92	3.77	2.40
peak4228	2.22	3.87	0.00	1.19	0.00	3.83	1.11	0.00	0.00	0.00	1.61	1.60	1.33	0.45	4.10	1.92	2.51	1.60
peak14509	18.83	14.17	1.50	4.75	1.56	0.00	4.46	4.84	0.00	3.12	1.61	3.19	0.97	3.12	2.73	4.49	1.89	2.40
peak12189	4.43	12.89	15.01	6.53	1.56	28.70	4.46	32.88	7.27	6.24	3.22	9.58	1.21	3.68	0.00	2.57	3.14	2.40
peak29850	2.22	1.29	19.51	10.08	1.56	3.83	2.23	11.61	7.27	8.32	1.61	3.19	1.45	2.12	4.10	2.57	0.00	2.40
peak14203	0.00	0.00	1.50	0.00	3.11	1.91	0.00	0.00	0.00	0.00	1.61	1.60	0.73	0.33	0.00	0.00	2.51	0.00
peak28058	2.22	0.00	6.00	0.59	3.11	0.00	0.00	1.93	4.16	1.04	1.61	0.00	1.09	1.45	0.00	0.00	0.63	0.80
peak20702	11.08	11.60	3.00	4.75	12.45	0.00	0.00	7.74	4.16	6.24	6.44	6.38	1.33	6.02	4.10	3.85	2.51	7.20
peak10760	0.00	1.29	9.01	1.19	6.22	0.00	0.00	1.93	2.08	0.00	0.00	0.00	0.12	0.11	0.00	1.28	2.51	0.00
peak3552	1.11	0.00	1.50	2.37	4.67	13.39	0.00	1.93	3.12	2.08	0.00	0.00	1.94	1.00	4.10	1.28	3.77	0.00
peak17787	19.94	23.19	78.06	27.88	9.33	9.57	0.00	8.70	13.51	27.02	0.00	3.19	1.81	6.36	9.57	7.70	3.77	4.80
peak6651	1.11	1.29	6.00	1.78	6.22	1.91	0.00	1.93	2.08	3.12	0.00	1.60	0.97	0.33	1.37	0.00	1.89	4.80
peak2843	2.22	5.15	4.50	4.75	1.56	19.13	1.11	1.93	2.08	5.20	1.61	3.19	1.45	2.12	1.37	1.28	1.89	1.60
peak19986	2.22	3.87	9.01	2.97	17.11	17.22	2.23	5.80	3.12	1.04	3.22	6.38	2.30	4.24	0.00	2.57	1.89	4.80
peak2231	7.75	11.60	0.00	2.97	3.11	11.48	1.11	14.51	4.16	3.12	3.22	7.98	1.69	3.90	6.84	5.13	3.77	5.60
peak13741	3.32	3.87	4.50	1.78	0.00	5.74	0.00	5.80	1.04	12.47	3.22	4.79	1.45	3.01	1.37	1.28	1.26	1.60
peak25627	15.51	11.60	75.05	18.98	6.22	3.83	2.23	9.67	1.04	1.04	9.66	9.58	2.90	2.23	2.73	8.98	3.77	0.00
peak24153	4.43	5.15	12.01	4.15	6.22	3.83	0.00	0.97	4.16	3.12	6.44	0.00	0.48	1.45	1.37	0.64	1.26	0.00
peak22361	8.86	42.52	34.53	6.53	6.22	19.13	1.11	39.65	4.16	16.63	3.22	15.96	3.27	12.72	0.00	11.54	1.26	18.40
peak23136	8.86	2.58	6.00	2.37	9.33	7.65	3.34	6.77	0.00	3.12	1.61	3.19	1.81	2.01	2.73	0.00	5.66	1.60
peak2030	4.43	1.29	0.00	1.78	0.00	0.00	1.11	0.97	2.08	0.00	0.00	0.00	0.60	0.67	2.73	1.28	0.63	0.00
peak1271	8.86	14.17	6.00	7.71	12.45	42.09	3.34	12.57	4.16	10.39	3.22	6.38	2.18	4.13	4.10	6.41	0.63	4.00
peak13539	1.11	2.58	3.00	0.59	3.11	0.00	3.34	0.97	2.08	1.04	0.00	1.60	0.73	1.34	0.00	0.00	2.51	1.60
peak11447	1.11	2.58	7.51	3.56	4.67	3.83	0.00	4.84	3.12	7.28	0.00	3.19	1.57	1.90	2.73	1.28	2.51	0.00
peak16392	8.86	10.31	7.51	2.37	12.45	0.00	0.00	12.57	4.16	6.24	3.22	7.98	0.36	4.24	0.00	3.21	1.89	6.40
peak14159	1.11	1.29	1.50	0.00	1.56	1.91	1.11	4.84	1.04	0.00	1.61	4.79	1.94	2.01	0.00	1.28	1.89	0.00
peak1941	6.65	10.31	10.51	5.93	18.67	19.13	1.11	7.74	1.04	4.16	9.66	9.58	1.45	8.59	2.73	8.34	1.26	11.20
peak9187	8.86	15.46	7.51	8.30	15.56	32.52	1.11	18.38	2.08	4.16	4.83	1.60	2.78	3.68	1.37	6.41	1.89	8.00
peak9793	1.11	6.44	1.50	1.19	0.00	1.91	2.23	5.80	1.04	0.00	3.22	0.00	2.42	2.23	0.00	8.98	0.63	5.60
peak10573	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.61	0.00	0.48	0.78	0.00	0.00	0.00	0.80
peak21983	0.00	2.58	1.50	4.75	3.11	3.83	3.34	4.84	0.00	0.00	1.61	0.00	1.21	3.01	2.73	0.64	0.63	2.40
peak5021	4.43	2.58	1.50	1.78	3.11	3.83	0.00	5.80	1.04	1.04	6.44	0.00	1.21	0.78	2.73	3.21	0.63	0.00
peak8691	4.43	28.35	12.01	5.34	6.22	3.83	2.23	6.77	1.04	8.32	1.61	3.19	1.21	2.01	2.73	0.64	1.26	1.60
peak28832	8.86	12.89	4.50	3.56	12.45	17.22	4.46	44.49	2.08	12.47	8.05	9.58	2.66	4.24	4.10	1.92	2.51	8.80
peak19329	2.22	1.29	16.51	7.12	3.11	1.91	0.00	0.97	2.08	1.04	1.61	1.60	0.97	2.34	0.00	1.92	1.26	0.00
peak24366	0.00	2.58	4.50	5.34	1.56	9.57	2.23	2.90	0.00	1.04	4.83	9.58	0.73	1.67	1.37	1.28	1.26	3.20
peak16110	11.08	11.60	61.54	25.51	15.56	19.13	6.69	16.44	3.12	6.24	3.22	14.36	2.30	4.80	1.37	1.92	2.51	8.00
peak1365	0.00	1.29	0.00	0.00	0.00	1.91	1.11	20.31	2.08	6.24	3.22	7.98	1.21	2.45	0.00	1.28	0.00	8.00
peak25440	1.11	1.29	3.00	1.19	0.00	0.00	0.00	0.97	0.00	0.00	0.00	0.00	0.36	1.00	0.00	0.64	0.00	0.00
peak903	11.08	6.44	4.50	3.56	40.45	34.44	0.00	4.84	3.12	4.16	3.22	0.00	1.94	3.35	0.00	1.28	0.63	6.40
peak2780	2.22	3.87	4.50	1.19	3.11	0.00	8.92	0.97	1.04	4.16	1.61	0.00	0.97	0.89	2.73	0.64	2.51	2.40
peak18736	8.86	10.31	4.50	2.37	14.00	7.65	16.72	15.47	2.08	6.24	6.44	6.38	1.81	4.35	1.37	1.92	3.77	5.60
peak23436	2.22	3.87	0.00	0.00	0.00	3.83	0.00	9.67	4.16	17.67	0.00	6.38	0.73	1.56	1.37	0.64	1.26	1.60
peak8988	4.43	6.44	40.53	1.78	1.56	0.00	0.00	0.00	4.16	2.08	3.22	3.19	0.85	1.23	5.47	0.64	0.63	0.00
peak27107	1.11	0.00	0.00	0.00	0.00	5.74	0.00	0.97	1.04	1.04	1.61	1.60	0.73	0.78	1.37	1.28	0.00	0.00
peak17590	5.54	0.00	12.01	4.75	0.00	1.91	5.57	2.90	1.04	3.12	3.22	4.79	0.48	0.89	1.37	0.00	3.14	0.80
peak18257	12.19	3.87	3.00	1.78	6.22	7.65	2.23	5.80	2.08	0.00	1.61	1.60	2.90	1.12	1.37	2.57	0.00	1.60
peak21492	3.32	2.58	1.50	0.00	1.56	0.00	1.11	0.00	1.04	1.04	1.61	1.60	2.06	0.11	4.10	0.64	0.00	3.20
peak10139	9.97	16.75	43.53	24.32	12.45	17.22	6.69	26.11	2.08	5.20	1.61	6.38	1.57	5.24	4.10	3.21	6.29	24.79
peak9417	1.11	0.00	0.00	0.00	1.56	0.00	0.00	0.00	1.04	1.04	1.61	1.60	0.73	1.79	0.00	1.92	1.26	3.20
peak13538	3.32	6.44	0.00	3.56	3.11	0.00	3.34	0.00	3.12	1.04	1.61	1.60	0.60	2.57	0.00	2.57	1.89	0.80
peak3537	0.00	2.58	0.00	1.19	0.00	3.83	0.00	0.97	2.08	2.08	1.61	0.00	0.73	1.56	2.73	2.57	0.63	4.00
peak3982	0.00	0.00	3.00	0.59	0.00	0.00	1.11	0.97	2.08	2.08	1.61	0.00	0.36	0.33	0.00	1.28	1.26	0.80
peak23744	1.11	9.02	6.00	2.37	20.22	7.65	0.00	5.80	6.23	2.08	1.61	0.00	0.73	3.24	2.73	0.00	3.14	0.80
peak5481	0.00	0.00	0.00	0.59	0.00	0.00	1.11	0.97	1.04	1.04	1.61	0.00	0.48	0.78	1.37	0.64	1.26	0.80
peak17607	6.65	5.15	7.51	0.59	0.00	0.00	1.11	6.77	2.08	4.16	0.00	0.00	2.54	3.35	1.37	0.64	0.63	3.20
peak21351	1.11	5.15	1.50	2.37	0.00	0.00	0.00	1.93	1.04	0.00	4.83	0.00	1.33	0.67	0.00	1.28	3.14	4.00
peak14830	1.11	3.87	4.50	2.37	1.56	1.91	4.46	1.93	5.19	4.16	1.61	1.60	1.94	3.68	1.37	2.57	2.51	3.20
peak7544	0.00	2.58	1.50	1.78	3.11	0.00	1.11	2.90	1.04	0.00	1.61	0.00	1.45	0.33	0.00	0.64	0.63	3.20
peak3350	3.32	5.15	0.00	4.75	3.11	1.91	1.11	3.87	1.04	4.16	8.05	4.79	0.85	2.90	2.73	8.98	0.63	0.80
peak21008	0.00	2.58	0.00	1.78	3.11	0.00	1.11	0.00	0.00	1.04	0.00	3.19	0.97	1.00	0.00	0.00	0.00	0.00
peak11275	9.97	16.75	25.52	13.05	24.89	53.57	3.34	28.05	5.19	11.43	1.61	12.77	2.30	8.03	4.10	6.41	1.89	7.20
peak20872	5.54	3.87	10.51	20.17	18.67	17.22	0.00	4.84	4.16	14.55	4.83	1.60	3.02	5.13	4.10	1.28	2.51	0.00
peak11776	14.40	10.31	55.54	12.46	1.56	22.96	0.00	4.84	1.04	7.28	1.61	0.00	1.81	1.00	2.73	3.21	1.89	0.80
peak7708	1.11	5.15	0.00	1.78	3.11	5.74	1.11	1.93	3.12	1.04	1.61	3.19	1.09	1.90	1.37	2.57	1.26	3.20
peak9897	0.00	0.00	0.00	1.19	1.56	0.00	0.00	0.97	1.04	1.04	1.61	0.00	0.60	0.78	2.73	0.00	0.63	0.00
peak23240	5.54	20.62	12.01	5.93	3.11	15.31	1.11	95.75	7.27	14.55	4.83	12.77	2.30	8.93	1.37	9.62	5.66	10.40
peak16590	3.32	3.87	6.00	2.97	0.00	7.65	0.00	3.87	3.12	4.16	0.00	7.98	0.73	2.68	1.37	0.00	5.66	0.80
peak3750	4.43	2.58	0.00	0.59	4.67	0.00	2.23	2.90	0.00	1.04	0.00	1.60	1.21	0.78	2.73	0.00	0.00	0.00
peak3792	0.00	0.00	1.50	0.00	1.56	0.00	0.00	1.93	2.08	0.00	3.22	0.00	0.48	0.78	2.73	0.00	1.89	4.00
peak773	2.22	1.29	0.00	0.00	0.00	0.00	3.34	0.00	4.16	2.08	0.00	0.00	0.60	0.33	1.37	0.00	3.77	3.20
peak18576	0.00	1.29	0.00	0.00	4.67	0.00	2.23	0.97	1.04	0.00	3.22	0.00	0.12	2.01	5.47	0.00	0.00	3.20
peak22214	9.97	16.75	18.01	13.05	31.11	19.13	3.34	15.47	11.43	11.43	4.83	11.17	2.42	6.14	2.73	7.05	5.66	2.40
peak16408	3.32	12.89	13.51	8.30	45.11	19.13	2.23	3.87	1.04	11.43	3.22	1.60	2.06	4.02	2.73	3.85	3.77	2.40
peak13873	8.86	3.87	19.51	6.53	17.11	13.39	1.11	19.34	3.12	4.16	4.83	4.79	2.42	3.35	4.10	0.64	2.51	3.20
peak25574	7.75	15.46	3.00	1.19	23.34	24.87	6.69	24.18	5.19	8.32	6.44	4.79	2.18	5.24	2.73	6.41	4.40	11.20
peak15349	4.43	0.00	9.01	6.53	1.56	7.65	0.00	4.84	2.08	3.12	0.00	0.00	0.85	1.00	2.73	0.00	1.26	3.20
peak12797	4.43	3.87	9.01	4.75	14.00	22.96	1.11	10.64	2.08	3.12	3.22	0.00	0.60	4.24	1.37	1.92	1.26	8.80
peak8614	5.54	2.58	1.50	5.34	0.00	0.00	2.23	9.67	1.04	2.08	1.61	0.00	1.09	0.78	0.00	0.00	1.26	3.20
peak3936	11.08	5.15	3.00	4.75	6.22	3.83	8.92	1.93	5.19	6.24	6.44	3.19	3.27	4.13	2.73	1.92	6.29	13.60
peak1305	2.22	1.29	4.50	1.19	0.00	1.91	1.11	3.87	0.00	3.12	3.22	1.60	0.48	0.11	0.00	0.00	1.89	5.60
peak18306	13.29	29.64	37.53	13.05	4.67	7.65	0.00	8.70	4.16	3.12	1.61	9.58	1.21	16.85	0.00	6.41	1.26	0.80
peak15365	11.08	20.62	16.51	4.15	12.45	11.48	1.11	11.61	5.19	5.20	4.83	1.60	2.06	2.01	1.37	2.57	5.03	2.40
peak3359	4.43	3.87	10.51	3.56	7.78	9.57	0.00	4.84	0.00	2.08	0.00	4.79	1.57	3.01	1.37	2.57	0.63	1.60
peak29862	11.08	12.89	4.50	1.19	0.00	1.91	0.00	3.87	0.00	4.16	1.61	3.19	0.60	1.34	0.00	0.00	1.26	4.00
peak17750	7.75	1.29	1.50	4.75	1.56	0.00	1.11	8.70	0.00	3.12	3.22	1.60	1.33	4.69	0.00	1.92	1.89	1.60
peak10130	6.65	7.73	4.50	3.56	0.00	15.31	2.23	6.77	1.04	6.24	3.22	1.60	1.81	2.90	1.37	8.34	1.89	4.00
peak26588	4.43	3.87	9.01	5.93	10.89	28.70	0.00	1.93	2.08	1.04	0.00	0.00	1.45	2.12	0.00	3.21	0.63	4.00
peak16207	3.32	2.58	0.00	4.15	4.67	1.91	1.11	3.87	1.04	0.00	1.61	1.60	0.48	2.01	0.00	1.92	0.63	2.40
peak14260	1.11	0.00	4.50	0.59	4.67	3.83	0.00	1.93	1.04	7.28	3.22	3.19	2.18	1.00	0.00	1.92	2.51	0.80
peak1328	3.32	12.89	36.03	16.02	29.56	40.18	2.23	22.25	1.04	7.28	3.22	1.60	2.30	6.81	0.00	3.21	0.63	8.80
peak11375	6.65	7.73	6.00	6.53	9.33	13.39	1.11	3.87	1.04	0.00	0.00	0.00	1.57	4.46	0.00	1.92	0.63	0.00
peak589	5.54	2.58	4.50	2.97	21.78	3.83	2.23	6.77	4.16	5.20	4.83	1.60	1.21	1.67	0.00	1.92	3.14	3.20
peak23615	3.32	9.02	24.02	4.75	10.89	3.83	0.00	6.77	2.08	4.16	0.00	1.60	2.06	1.67	5.47	1.92	1.89	3.20
peak5235	0.00	1.29	7.51	3.56	1.56	3.83	1.11	4.84	3.12	5.20	3.22	4.79	1.45	4.69	2.73	5.77	1.89	2.40
peak2703	0.00	1.29	3.00	0.59	0.00	1.91	0.00	0.00	2.08	0.00	1.61	1.60	0.24	0.22	0.00	0.00	0.00	0.00
peak21125	16.62	10.31	57.04	26.10	7.78	1.91	3.34	13.54	2.08	6.24	1.61	1.60	3.02	5.02	13.67	6.41	4.40	7.20
peak21106	0.00	2.58	4.50	1.19	1.56	0.00	0.00	0.00	0.00	0.00	0.00	1.60	0.24	0.56	0.00	0.00	1.26	0.80
peak11946	1.11	2.58	0.00	1.78	3.11	0.00	1.11	1.93	1.04	1.04	1.61	1.60	2.42	2.01	2.73	1.28	3.14	1.60
peak25579	1.11	9.02	1.50	0.59	6.22	0.00	5.57	2.90	0.00	3.12	1.61	1.60	1.69	1.90	2.73	0.64	2.51	2.40
peak17340	16.62	18.04	21.02	4.75	28.00	22.96	4.46	30.95	1.04	3.12	1.61	9.58	3.15	6.02	5.47	3.21	3.77	4.80
peak15226	1.11	2.58	1.50	2.37	3.11	0.00	0.00	0.00	2.08	3.12	0.00	1.60	0.36	1.79	2.73	1.28	1.26	1.60
peak14766	0.00	2.58	0.00	1.19	0.00	0.00	0.00	0.97	0.00	3.12	0.00	1.60	0.36	1.00	1.37	0.64	1.26	1.60
peak25466	2.22	14.17	10.51	3.56	7.78	15.31	6.69	7.74	1.04	2.08	6.44	4.79	2.90	2.01	1.37	7.05	2.51	4.80
peak15251	5.54	10.31	19.51	5.93	31.11	32.52	4.46	8.70	2.08	2.08	0.00	3.19	2.06	4.02	2.73	2.57	1.26	7.20
peak8650	1.11	1.29	3.00	2.37	0.00	3.83	3.34	6.77	3.12	2.08	3.22	1.60	2.06	1.12	0.00	0.00	4.40	2.40
peak27374	27.69	32.21	12.01	2.37	3.11	0.00	3.34	4.84	1.04	0.00	1.61	6.38	1.21	3.90	1.37	3.85	2.51	0.00
