PeakID	Uns	CpG	pIC	all3	PU.1_0hr	PU.1_CpG	PU.1_pIC	Rela_0hr	Rela_CpG	RelB_CpG	p300_0hr	p300_CpG	p300_pIC	cREL_0hr	cREL_CpG	cREL_pIC	IRF3_0hr	IRF3_CpG	IRF3_pIC	IRF5_0hr	IRF5_CpG	IRF5_pIC
peak18243	11.26	19.01	18.67	21.91	33.93	46.32	41.37	2.77	4.10	6.91	4.12	11.35	8.39	1.73	43.36	25.93	44.37	55.28	79.95	6.16	24.74	19.52
peak17479	12.13	7.49	5.94	5.12	12.79	10.52	18.57	0.46	0.00	2.07	1.29	1.48	0.49	1.15	0.51	1.18	2.66	5.30	8.51	3.49	5.87	7.70
peak20526	4.91	2.59	1.41	0.57	0.78	0.25	1.18	0.92	1.03	4.84	1.03	0.00	0.99	0.00	0.00	0.00	0.00	1.51	0.00	1.85	0.31	0.29
peak21183	1.44	10.95	13.01	19.63	1.30	4.76	5.64	0.92	13.33	22.81	0.52	6.91	2.47	1.73	5.10	8.25	0.00	3.79	5.10	0.62	4.79	6.27
peak26944	1.15	0.00	5.94	0.85	2.87	2.25	0.94	1.84	0.00	0.00	1.55	0.99	0.00	0.58	1.53	1.77	4.44	1.51	0.85	0.21	0.77	0.86
peak19212	5.49	1.44	5.38	2.28	2.35	2.00	2.35	0.00	0.51	4.84	1.03	0.49	0.99	1.15	5.61	2.95	7.10	6.06	5.10	2.05	4.17	2.42
peak13136	0.87	5.47	14.43	5.69	2.09	3.51	2.35	1.84	3.59	14.17	0.52	2.47	2.47	0.00	5.10	9.43	0.89	2.27	17.01	2.67	8.50	12.26
peak12346	5.49	11.52	6.51	15.93	14.09	13.02	9.87	0.92	1.54	1.38	3.87	1.97	0.49	2.30	2.55	1.18	9.76	10.60	5.95	1.85	5.72	3.42
peak872	8.37	8.64	5.66	1.99	14.09	16.03	12.93	0.46	1.03	7.26	3.35	1.48	2.96	2.30	6.63	8.84	3.55	12.12	6.80	7.19	9.58	10.26
peak12768	20.79	10.37	20.37	15.08	36.54	34.55	36.43	0.92	3.08	1.38	7.22	7.40	5.43	1.15	9.18	10.02	36.39	48.46	56.99	8.83	12.83	18.24
peak16693	2.60	2.59	2.26	6.26	5.22	4.26	4.70	1.84	3.59	2.07	1.29	0.99	1.48	0.58	0.00	0.59	1.77	2.27	0.85	1.64	2.47	2.71
peak16211	5.20	1.44	2.55	0.28	5.48	2.00	4.47	0.46	4.10	1.38	0.77	0.99	0.00	0.58	3.06	2.95	0.00	0.76	13.61	1.23	1.86	2.99
peak6066	2.02	4.61	6.22	3.70	0.52	0.75	1.41	2.31	1.03	5.88	1.03	0.99	0.49	0.00	2.55	6.48	0.89	0.76	0.00	6.37	2.01	5.84
peak19856	12.70	7.20	20.37	5.69	12.01	9.77	9.17	2.77	5.13	1.38	2.83	1.97	2.96	1.15	3.06	4.13	4.44	2.27	11.91	6.98	8.19	12.26
peak21895	87.47	65.39	78.37	83.08	65.25	67.11	66.52	0.92	11.79	20.39	17.78	19.73	19.73	2.88	29.08	20.04	88.75	109.04	224.55	8.83	55.34	46.75
peak29638	28.87	12.96	17.82	19.35	45.67	43.57	51.47	0.92	4.61	6.57	12.11	17.27	12.33	4.03	18.36	7.66	25.74	32.56	94.41	15.20	58.28	35.91
peak16778	16.74	12.96	16.41	11.38	17.75	23.29	21.39	0.46	7.18	2.07	4.12	4.93	3.95	0.58	14.28	5.30	7.10	32.56	27.22	5.14	14.22	13.54
peak5116	5.20	6.34	7.92	11.95	2.35	2.25	2.82	0.92	1.03	1.04	1.03	1.48	1.48	1.15	2.04	3.54	0.89	0.00	0.85	7.19	1.86	3.28
peak15408	10.97	15.27	5.38	22.76	13.05	11.52	10.58	1.84	3.08	1.73	2.06	5.92	2.47	2.88	3.57	0.00	15.97	8.33	21.26	2.88	12.06	10.40
peak25124	75.64	43.78	65.35	57.48	58.46	56.84	53.36	1.84	7.69	3.46	9.28	9.87	8.88	0.58	4.08	2.36	25.74	45.43	45.08	7.81	16.08	15.68
peak10168	0.87	7.20	2.55	10.24	7.05	4.01	8.46	0.46	3.08	0.00	2.06	3.45	0.49	0.58	0.00	0.59	1.77	2.27	0.85	0.62	2.16	2.57
peak13961	5.20	4.90	2.83	0.85	13.57	11.52	8.23	0.92	1.54	0.69	2.83	1.97	2.96	0.00	1.02	1.77	1.77	6.06	0.85	1.85	2.01	1.00
peak29867	6.06	0.86	2.83	0.57	11.22	16.03	14.10	0.00	2.05	2.42	3.35	11.35	1.97	0.58	3.06	2.95	7.99	3.03	8.51	7.60	29.22	28.93
peak22054	0.58	4.61	4.53	8.54	2.35	1.75	1.41	0.00	1.03	2.77	0.52	1.48	0.99	1.73	0.00	0.00	0.89	1.51	2.55	0.82	0.93	1.00
peak11623	4.33	13.25	5.66	20.77	6.00	4.76	3.53	2.77	2.56	6.22	1.55	1.48	1.97	0.00	0.51	0.00	3.55	2.27	4.25	1.85	4.95	5.56
peak10231	1.15	3.74	0.85	6.83	2.35	2.25	0.24	0.00	2.05	2.07	1.03	0.00	0.00	0.00	0.00	1.18	0.89	0.76	2.55	1.23	1.39	0.43
peak25255	39.84	13.54	13.86	2.85	50.11	37.06	37.14	5.07	6.66	3.11	16.75	11.35	12.82	1.73	6.12	5.30	15.97	37.86	57.84	4.52	14.07	14.54
peak7908	5.77	4.90	3.68	7.68	2.61	2.25	1.65	0.92	1.03	0.69	0.77	0.49	1.97	1.15	2.04	4.13	3.55	0.00	0.85	11.71	7.73	8.12
peak20738	8.37	10.08	11.32	15.93	16.18	8.26	8.93	3.23	5.13	13.48	5.15	4.44	4.93	1.15	13.77	7.66	27.51	56.04	38.28	4.52	6.96	9.12
peak14576	19.05	14.98	22.92	20.49	87.17	75.62	77.56	1.84	38.44	67.40	12.37	28.12	29.10	2.88	58.66	66.60	11.54	15.14	68.90	9.04	39.42	46.89
peak16692	32.62	47.53	42.16	60.32	21.40	24.29	19.04	1.84	8.20	12.79	4.64	10.85	5.43	0.00	19.89	11.20	63.90	71.94	108.87	7.81	32.93	24.09
peak1571	13.28	10.37	7.92	13.94	32.89	32.05	38.55	1.84	2.05	15.55	5.15	2.47	2.47	2.30	8.16	9.43	23.07	27.26	36.57	9.24	16.39	15.39
peak70	41.86	17.86	12.73	11.38	44.89	30.55	24.91	1.38	1.54	15.55	10.82	10.85	6.41	1.73	5.10	8.84	26.62	36.35	50.18	6.37	11.90	13.97
peak19242	18.19	25.64	21.22	38.98	44.89	55.84	57.35	3.69	13.33	10.72	7.73	23.19	28.12	1.73	42.34	32.42	15.09	21.96	67.20	8.63	42.20	43.04
peak14705	20.79	4.03	5.09	3.13	16.44	10.52	6.82	0.92	1.03	2.42	7.22	1.97	1.48	2.88	2.04	1.77	33.72	29.53	37.43	2.05	11.44	8.12
peak5149	21.65	14.40	8.20	16.22	35.23	22.03	21.62	2.77	6.15	6.22	8.50	4.93	4.44	1.73	15.81	7.66	12.42	14.39	28.07	4.31	15.15	10.55
peak26800	5.20	16.42	11.32	11.95	9.92	18.78	18.57	0.92	2.56	11.06	0.77	3.95	2.96	1.15	9.69	2.36	6.21	9.09	8.51	4.72	6.65	7.27
peak21930	6.93	10.95	1.98	5.12	0.78	0.75	0.00	1.38	1.03	2.07	1.29	0.99	1.97	0.00	0.00	0.59	2.66	2.27	0.85	1.44	1.08	2.14
peak17167	5.49	8.64	14.71	14.80	6.79	6.01	5.17	1.84	4.10	16.59	2.32	2.47	3.45	1.15	0.51	1.18	17.75	38.62	33.17	3.90	8.97	9.41
peak15678	7.22	15.55	13.01	15.65	5.22	6.01	6.11	0.00	0.00	5.53	1.29	3.95	0.99	2.30	4.59	1.77	11.54	22.72	32.32	3.70	22.57	19.81
peak19259	5.20	20.74	0.57	11.95	6.79	3.00	2.12	0.92	2.56	0.00	2.32	1.48	0.00	1.73	33.67	3.54	17.75	22.72	22.12	1.85	23.19	3.28
peak16421	14.72	3.46	4.24	3.41	16.96	15.52	8.23	4.61	8.20	4.84	2.58	5.92	4.93	0.58	6.12	5.89	15.09	6.82	20.41	5.14	10.98	8.27
peak14635	0.58	4.61	1.70	3.13	2.61	0.75	1.41	0.00	0.00	1.38	0.77	0.99	0.49	0.58	0.51	1.77	0.00	3.79	1.70	1.23	1.24	1.00
peak5272	2.02	1.73	5.66	1.71	7.31	4.51	4.23	0.00	3.59	1.38	1.03	0.00	1.48	2.30	3.06	0.59	1.77	2.27	3.40	0.41	1.55	1.43
peak16546	45.32	43.21	35.37	59.47	58.99	48.83	49.83	0.92	47.66	101.97	14.69	31.57	22.69	6.33	78.56	55.40	28.40	17.42	66.35	9.65	35.71	27.51
peak17353	3.18	40.33	40.46	70.28	7.83	33.80	24.91	1.84	46.64	59.80	1.55	25.65	21.21	2.30	41.83	22.99	6.21	25.75	84.21	2.88	53.03	42.47
peak6280	2.02	4.61	9.62	4.27	1.83	2.00	1.88	0.00	1.03	1.38	0.26	1.48	1.97	1.15	1.02	4.71	5.32	18.17	20.41	1.23	3.86	3.85
peak9633	10.68	15.27	6.79	13.37	6.79	6.26	4.94	3.69	9.23	2.07	1.55	1.48	1.97	0.00	0.51	2.95	0.00	0.76	0.85	11.71	6.96	5.99
peak8931	50.81	23.33	24.05	21.91	24.53	16.03	13.40	1.38	8.20	9.33	10.57	10.85	4.44	2.30	0.51	1.77	30.17	17.42	19.56	2.88	5.57	3.99
peak10545	0.58	4.03	2.55	6.83	0.78	0.75	0.47	0.00	4.10	7.26	0.77	1.48	1.48	0.58	12.24	6.48	2.66	0.76	2.55	1.44	3.40	3.42
peak25878	0.87	0.29	5.09	7.97	0.78	0.50	0.94	0.00	0.00	2.77	1.03	0.49	1.48	0.58	1.53	0.00	0.00	0.00	0.85	2.26	1.24	1.28
peak9767	31.18	34.28	28.86	27.88	14.35	11.02	12.69	4.15	8.20	6.22	6.44	4.93	5.43	1.15	2.04	1.18	23.96	9.84	22.12	3.29	8.81	7.98
peak15449	6.06	3.74	4.81	2.56	9.40	8.26	7.76	2.31	3.08	2.07	1.29	0.99	1.97	1.15	0.51	1.18	7.10	6.82	0.85	2.67	1.86	1.71
peak1060	3.46	26.79	24.90	38.70	2.35	3.26	4.47	0.92	0.00	0.69	1.29	1.97	3.45	1.15	3.57	1.18	0.89	3.79	5.95	1.03	1.86	2.99
peak13949	17.32	5.47	9.05	6.26	29.23	24.04	21.15	1.84	3.08	1.38	5.67	9.37	2.96	0.58	6.63	2.95	12.42	21.96	17.01	2.05	9.43	6.41
peak11294	1.15	3.74	8.49	10.53	1.04	1.00	1.41	0.92	1.03	5.88	0.77	1.97	0.49	1.73	5.10	0.59	0.00	0.00	0.85	1.44	1.86	1.28
peak10191	17.32	3.46	1.98	5.12	11.74	8.76	9.17	0.92	3.08	2.07	4.38	2.47	2.47	1.15	5.10	2.36	5.32	6.82	12.76	3.90	9.89	7.13
peak29121	1.15	0.86	6.51	1.14	3.13	4.26	1.41	0.92	1.54	0.69	0.77	0.49	0.49	0.00	0.51	2.36	3.55	0.00	3.40	0.82	2.63	1.14
peak26655	10.10	14.11	6.22	7.97	43.59	32.55	19.74	1.84	5.13	4.15	8.76	8.88	5.92	0.58	9.69	1.77	17.75	24.99	21.26	10.27	29.99	24.37
peak24126	11.55	8.35	13.86	13.37	16.44	11.02	12.22	0.00	3.59	0.00	2.06	3.45	2.96	1.15	1.02	2.95	0.00	0.76	0.85	7.81	6.65	8.84
peak22499	3.46	9.79	24.61	16.79	4.18	2.75	3.76	0.46	5.13	25.58	1.80	3.95	5.43	0.58	1.53	1.77	0.00	0.76	0.00	2.88	1.70	1.43
peak8210	4.04	8.07	0.85	8.54	1.30	1.00	1.65	0.92	1.03	1.38	0.52	1.97	0.99	0.58	0.00	2.36	1.77	0.00	0.00	0.82	1.08	2.42
peak19773	36.66	28.52	47.81	53.21	26.88	30.55	23.27	3.23	31.26	66.36	7.73	28.12	18.25	2.88	55.09	50.10	22.19	21.96	83.36	6.16	48.70	50.31
peak16770	6.06	6.05	3.11	2.28	4.18	5.26	4.47	1.84	1.54	0.00	0.77	2.47	1.48	0.00	0.51	1.18	0.00	0.76	8.51	0.82	3.09	2.00
peak23511	1.44	3.17	1.70	5.41	1.83	1.25	0.94	2.31	0.00	3.11	1.80	1.48	0.99	0.00	1.53	1.77	0.89	3.03	5.10	1.85	2.01	2.28
peak16665	4.91	14.98	7.92	17.64	6.52	9.51	10.81	0.00	4.10	6.22	1.80	1.48	1.48	1.73	1.02	2.36	4.44	3.03	8.51	2.46	5.10	6.84
peak28911	2.60	2.59	5.66	1.42	2.61	3.76	2.12	0.92	1.03	1.04	1.80	0.99	0.00	1.15	1.53	0.59	0.89	0.76	0.85	1.44	1.08	2.85
peak6522	0.87	4.90	1.13	2.56	3.65	4.01	4.47	2.31	2.05	0.00	1.55	0.49	0.49	1.15	1.02	0.59	3.55	3.03	0.85	0.82	1.55	1.14
peak16501	6.06	3.17	1.41	1.42	1.04	2.25	1.65	0.92	3.08	0.35	1.55	1.48	0.99	0.00	2.04	1.18	1.77	3.03	0.00	1.23	3.71	1.57
peak7043	1.73	5.76	23.77	8.54	2.35	6.26	12.69	0.00	14.35	48.74	1.55	4.44	14.30	2.88	34.69	47.15	3.55	8.33	34.87	2.67	19.94	33.06
peak22142	33.20	19.01	24.61	20.49	48.81	42.07	47.01	2.31	8.71	6.91	8.76	13.32	12.82	2.30	6.12	4.13	29.29	28.77	52.74	5.55	27.21	27.36
peak7353	6.35	11.23	13.86	24.19	3.91	4.51	4.94	0.92	3.08	7.26	1.55	1.48	2.96	2.30	1.53	2.95	0.00	2.27	11.06	2.05	6.03	4.13
peak3396	17.61	16.71	8.49	13.37	15.92	16.28	14.34	0.92	3.59	1.04	2.83	0.99	2.47	0.58	3.06	3.54	4.44	5.30	17.01	1.44	3.40	2.42
peak25919	10.10	3.46	1.70	5.12	0.52	0.50	0.47	0.00	0.00	0.00	0.77	0.99	0.49	0.00	0.00	0.00	0.00	0.00	0.00	1.03	0.00	0.14
peak21163	5.20	1.73	2.55	3.41	1.04	1.25	2.12	1.38	2.05	1.38	0.77	0.49	0.99	0.00	2.04	0.59	0.00	3.03	2.55	1.64	0.93	1.00
peak4420	0.29	5.18	2.55	1.14	1.04	0.25	0.71	1.84	0.51	0.00	0.26	0.49	1.48	0.58	0.00	0.59	0.00	0.00	0.00	0.21	0.31	1.28
peak13559	7.22	7.20	12.45	6.54	6.00	9.01	6.35	3.69	6.15	1.38	3.61	2.47	0.99	2.30	1.02	2.95	4.44	6.82	10.21	5.34	5.72	4.99
peak10654	32.91	48.10	53.76	67.43	53.24	46.57	46.07	3.69	24.60	50.81	14.95	40.94	20.72	5.75	63.25	64.24	46.15	73.45	80.81	18.08	154.90	125.70
peak8448	0.58	21.60	11.60	26.46	1.83	5.26	3.29	0.92	14.86	21.08	2.58	4.44	3.95	3.45	30.61	22.40	0.00	3.79	5.95	1.85	8.04	5.84
peak25388	17.61	25.06	19.80	13.37	40.98	35.06	31.50	0.00	5.13	0.69	5.93	5.43	3.45	0.58	1.02	8.25	9.76	11.36	10.21	3.70	5.87	5.84
peak6168	3.75	1.73	5.94	0.85	7.31	6.76	9.40	1.38	1.03	0.69	1.80	0.49	1.48	2.30	1.53	0.00	15.97	4.54	18.71	0.62	4.79	5.84
peak12555	48.79	26.21	53.19	37.84	35.50	28.80	23.50	6.00	6.66	14.86	11.85	11.35	6.41	1.73	8.67	1.77	17.75	18.17	25.52	4.31	19.63	18.24
peak17223	2.89	10.95	2.83	12.52	2.61	4.76	5.17	0.92	2.05	3.80	1.55	4.93	2.47	0.00	3.57	1.77	2.66	1.51	11.06	2.26	8.50	5.84
peak15915	8.95	1.73	0.28	0.85	1.57	0.50	0.24	0.92	2.05	0.00	0.26	0.49	0.49	2.88	0.51	0.00	0.00	0.76	0.00	0.82	0.77	1.00
peak26043	2.02	3.46	2.26	6.26	0.78	0.75	1.18	0.92	1.03	0.00	0.77	0.99	0.99	0.58	0.00	1.18	1.77	1.51	0.85	4.93	1.39	2.85
peak13253	0.29	4.32	3.96	10.81	0.52	1.00	1.65	0.92	6.15	0.69	0.52	0.99	1.48	0.00	1.02	1.18	0.00	0.00	0.85	0.82	1.39	0.86
peak26231	19.63	14.69	26.59	14.80	15.40	13.77	12.69	0.00	4.10	6.22	3.09	7.40	6.41	0.58	5.10	2.36	13.31	14.39	39.13	2.46	12.21	14.96
peak1781	7.79	19.88	5.94	21.34	6.00	6.76	4.94	0.00	3.08	6.91	0.77	1.97	1.48	0.58	6.63	5.30	8.87	8.33	16.16	6.16	13.45	9.98
peak3123	12.99	27.37	11.32	33.57	2.09	4.76	8.46	1.84	7.18	35.26	2.06	6.91	10.36	1.73	23.47	13.56	2.66	25.75	171.82	3.49	13.14	14.82
peak25900	15.30	17.28	14.99	15.65	28.97	22.79	20.21	0.00	2.05	0.35	3.87	3.45	2.96	1.15	7.14	4.13	11.54	3.03	5.95	4.72	2.94	3.56
peak165	25.69	54.15	33.38	61.46	5.48	4.26	7.29	3.23	4.10	25.92	3.09	2.96	1.48	2.30	3.06	6.48	22.19	24.23	20.41	2.46	8.35	4.85
peak3987	28.00	30.25	27.44	38.70	43.59	42.57	44.89	0.46	5.13	3.80	7.99	12.33	9.87	5.18	27.04	18.27	50.59	102.98	125.89	7.19	21.80	29.22
peak23596	58.89	62.22	110.91	75.40	57.42	79.63	70.75	2.77	19.99	26.27	10.82	30.58	25.16	5.18	57.64	59.53	28.40	52.25	75.70	5.96	30.46	27.51
peak8098	1.44	2.02	0.57	5.41	2.09	2.25	1.65	0.92	2.05	1.38	1.29	0.99	1.48	1.15	3.57	2.36	0.89	0.76	7.66	1.44	4.79	3.71
peak5423	15.01	7.49	11.03	5.12	37.32	29.55	28.21	3.69	2.56	2.07	5.93	4.93	3.45	1.15	4.59	5.30	10.65	11.36	17.01	4.72	7.11	7.98
peak12634	2.31	2.30	7.36	2.85	1.04	3.00	1.88	0.00	0.00	1.04	1.03	1.48	1.97	1.15	0.51	0.59	0.00	0.76	0.85	0.82	0.62	1.28
peak10408	12.99	13.54	8.77	15.36	21.92	17.53	18.10	2.77	3.08	4.49	3.61	5.92	5.43	4.60	8.67	5.30	3.55	10.60	26.37	6.57	19.17	17.67
peak8534	4.33	10.37	11.32	15.93	4.18	4.76	6.11	0.00	4.61	11.75	1.29	2.47	1.48	2.88	5.10	4.13	2.66	3.03	7.66	2.46	2.47	3.14
peak953	2.89	2.30	7.92	1.14	33.15	35.56	55.47	1.84	2.56	1.38	2.32	7.40	9.37	0.58	37.24	36.54	29.29	29.53	74.85	6.78	13.91	15.96
peak12590	29.74	46.09	33.67	47.52	45.41	47.83	47.71	2.77	12.81	75.01	27.32	51.80	34.03	1.73	40.81	43.61	118.04	100.71	242.42	23.21	171.91	143.09
peak14606	9.24	3.74	4.24	3.41	8.09	6.51	6.58	0.00	2.56	1.04	0.77	3.45	0.99	0.58	0.51	1.18	0.00	1.51	0.00	0.41	0.93	0.43
peak3531	6.35	14.69	16.41	16.50	3.39	5.51	9.40	0.92	14.35	22.12	1.29	2.96	4.44	2.30	18.87	19.45	7.10	6.06	16.16	1.23	7.88	16.10
peak10380	0.00	5.18	0.00	12.23	0.52	0.75	0.24	0.46	1.54	4.84	0.77	0.99	0.49	2.30	4.59	2.95	5.32	3.03	0.85	0.82	3.40	1.85
peak27393	8.37	3.74	0.00	3.41	14.62	7.51	4.70	0.46	2.05	1.38	2.32	2.96	1.97	1.15	2.04	1.77	1.77	3.03	0.85	2.05	1.86	1.57
peak6431	2.60	19.88	1.70	27.32	6.00	4.76	6.11	0.46	9.23	8.64	2.83	5.43	2.96	0.00	9.69	2.95	6.21	0.76	3.40	1.03	7.27	5.56
peak3668	7.79	6.34	10.47	13.66	26.88	18.53	18.80	0.92	4.10	2.07	3.09	2.96	5.92	2.88	3.57	6.48	9.76	12.87	13.61	3.49	12.83	16.96
peak20740	31.47	14.98	15.28	8.54	12.27	10.02	8.93	0.92	5.64	5.53	4.64	2.47	1.97	1.73	6.63	2.95	25.74	25.75	41.68	2.46	9.89	8.55
peak15656	40.42	58.19	35.93	74.83	63.94	49.33	46.77	3.69	5.64	15.90	6.18	4.93	4.44	2.30	16.32	2.95	93.19	81.78	95.26	7.81	20.72	17.96
peak19998	4.91	7.78	7.64	5.69	24.01	19.03	20.68	1.84	5.13	3.46	3.35	2.47	4.44	0.58	5.10	2.95	8.87	7.57	26.37	3.90	9.74	6.13
peak14953	0.29	3.74	1.70	6.54	0.26	0.50	0.24	0.00	0.00	4.15	0.26	0.49	0.99	0.58	3.57	0.00	0.00	3.79	0.00	3.08	2.47	0.57
peak14134	5.49	3.17	1.70	1.99	0.00	1.50	0.94	0.00	2.56	1.04	1.29	0.99	0.99	0.58	0.00	1.18	0.89	2.27	0.85	0.00	0.93	1.00
peak25690	3.75	7.78	7.07	12.52	2.35	1.00	1.65	1.84	2.05	0.69	1.29	0.99	1.48	1.73	1.53	1.77	4.44	3.79	0.85	1.23	0.46	1.14
peak14002	2.02	6.05	0.85	2.85	5.48	4.26	3.06	1.84	4.61	0.69	0.26	0.99	0.99	1.15	1.02	0.59	0.00	0.00	7.66	0.00	0.77	2.28
peak12481	1.44	4.61	3.68	6.83	0.00	0.50	0.00	0.92	2.56	2.07	1.03	0.49	1.97	0.58	2.04	1.18	0.00	1.51	0.00	0.41	0.62	0.14
peak27116	42.73	30.82	24.33	24.75	76.99	73.37	53.12	2.31	11.79	16.94	15.72	19.73	13.32	3.45	53.05	36.54	61.24	37.86	112.28	5.55	48.23	31.50
peak2383	15.01	11.52	14.15	13.94	2.61	3.00	2.12	0.46	2.05	0.00	1.03	2.96	0.99	0.00	1.02	2.36	1.77	1.51	2.55	6.78	4.02	3.99
peak29746	6.35	4.32	5.66	7.40	13.83	11.27	9.17	2.77	0.51	4.84	2.32	3.95	0.49	0.58	1.02	0.59	4.44	6.82	2.55	0.00	0.62	0.86
peak462	39.55	24.48	30.56	22.19	32.62	24.54	27.74	1.38	4.61	4.15	5.93	4.93	5.43	0.58	9.18	8.84	56.80	126.46	79.95	10.89	18.55	19.24
peak27097	11.55	8.35	17.54	6.83	7.05	6.51	4.23	0.92	1.54	2.77	2.58	2.96	2.47	0.58	3.57	1.18	4.44	3.79	11.91	4.72	4.64	6.13
peak13381	17.03	27.08	15.56	31.58	49.07	37.06	39.96	1.84	0.00	10.37	3.61	3.45	2.96	1.73	6.63	3.54	40.82	44.68	40.83	12.74	26.28	20.52
peak5991	9.82	4.03	3.96	2.56	10.96	6.01	10.34	1.84	6.15	1.73	1.80	2.47	0.49	0.58	3.57	1.77	7.99	14.39	9.36	2.88	4.17	2.71
peak7520	1.44	2.30	1.98	6.83	0.00	0.75	1.41	0.00	1.03	0.69	1.55	0.99	1.48	0.58	3.57	1.18	4.44	6.82	5.10	0.62	3.71	1.43
peak22407	4.91	3.74	0.28	0.28	0.52	0.75	0.24	0.46	0.00	1.38	1.29	0.00	0.49	1.15	1.53	1.18	0.00	0.00	0.85	0.41	0.77	0.43
peak14987	13.86	10.95	15.84	19.63	7.05	5.01	5.41	0.00	1.03	4.15	3.61	5.43	6.41	1.15	3.06	3.54	4.44	10.60	11.06	3.90	9.12	3.85
peak8275	14.72	47.53	40.74	58.90	8.35	9.26	8.23	2.77	2.56	2.07	2.06	3.45	3.95	2.30	2.55	2.36	0.89	2.27	0.85	3.90	3.86	2.00
peak17730	0.87	3.46	4.24	6.83	1.04	0.25	0.94	0.00	2.05	6.22	0.00	0.49	0.99	0.00	1.02	0.59	0.89	0.00	2.55	0.00	0.77	0.86
peak21956	27.14	25.35	23.20	28.17	3.39	4.76	4.70	1.38	4.10	7.60	2.32	3.45	3.45	4.03	7.14	3.54	5.32	15.90	29.77	2.26	10.67	10.12
peak1949	0.87	3.74	8.20	3.98	1.30	2.25	3.29	1.38	2.05	7.95	1.55	0.99	1.97	0.00	4.08	6.48	2.66	4.54	6.80	1.23	5.26	6.84
peak22754	1.73	1.44	2.83	8.54	1.04	1.25	2.82	0.92	1.03	2.07	1.55	1.97	3.45	1.73	2.04	0.00	0.89	0.76	10.21	10.48	6.65	9.83
peak6903	6.64	6.34	16.69	9.11	8.09	8.51	8.93	0.92	0.00	0.00	1.03	1.48	3.95	0.58	4.08	2.95	3.55	2.27	5.10	0.41	1.39	1.43
peak9438	7.51	13.54	14.99	10.53	2.61	3.51	4.70	0.46	1.03	27.65	1.03	1.97	1.97	1.73	1.53	1.77	3.55	0.00	3.40	0.21	0.31	0.14
peak10847	6.35	2.88	5.94	3.98	1.57	0.75	1.41	1.84	0.00	0.00	1.80	0.99	1.48	1.73	1.53	1.18	0.89	3.03	20.41	0.41	1.55	1.71
peak16051	5.49	2.59	2.83	6.54	2.87	1.75	2.12	0.46	2.05	0.00	0.77	2.47	2.47	0.58	1.02	2.36	0.89	2.27	5.10	4.93	6.03	6.56
peak30232	1.15	10.66	3.11	20.77	1.57	2.50	3.76	0.00	17.94	29.03	0.77	2.47	3.45	0.00	9.69	5.89	0.89	2.27	1.70	0.41	1.55	1.71
peak29198	26.85	17.57	22.07	11.95	37.32	31.80	31.26	1.38	0.00	2.77	5.41	4.44	4.44	1.73	9.69	5.89	23.96	55.28	72.30	7.81	17.01	15.96
peak23873	52.25	50.99	56.58	52.07	46.98	48.83	59.00	4.15	36.39	21.08	9.53	31.08	18.25	4.03	76.52	41.85	18.64	21.20	75.70	8.22	43.90	45.04
peak21383	23.10	21.32	18.39	20.20	10.18	13.02	16.45	2.77	7.18	6.22	2.83	6.41	3.45	0.58	3.57	3.54	14.20	15.90	39.98	1.64	9.89	7.70
peak8686	2.31	26.21	6.22	30.44	0.52	2.25	2.59	1.84	4.10	2.07	0.52	1.48	1.48	0.58	2.04	2.95	2.66	2.27	2.55	1.23	2.47	2.71
peak6337	2.02	21.03	13.01	34.14	1.30	1.75	1.18	2.77	3.08	4.84	1.55	2.47	1.97	1.15	2.55	1.18	2.66	1.51	0.00	2.26	0.77	0.43
peak6306	1.44	3.74	0.28	5.12	0.52	6.76	2.82	2.77	3.59	7.26	1.03	1.97	3.45	1.73	28.57	8.25	6.21	5.30	14.46	6.37	57.97	36.91
peak28018	0.87	2.88	1.13	7.11	0.00	1.75	1.41	0.92	0.00	4.84	0.52	0.49	0.49	0.00	2.04	0.59	0.00	0.00	1.70	2.26	0.00	2.85
peak19774	7.22	18.72	29.14	25.89	26.62	20.03	17.63	2.77	3.59	1.38	2.58	1.48	3.95	2.30	6.63	3.54	8.87	6.06	2.55	0.82	1.86	2.00
peak3030	6.06	9.22	3.40	8.25	9.66	7.26	13.63	3.69	4.61	2.42	1.29	2.96	1.97	1.15	6.12	1.77	14.20	22.72	23.82	3.08	8.04	4.42
peak13831	51.39	49.83	29.14	42.68	41.50	41.57	34.08	1.38	18.96	7.95	8.50	12.83	13.81	4.60	26.53	17.68	55.02	110.56	96.12	4.11	30.30	24.66
peak28220	0.87	2.30	5.94	1.99	0.26	0.25	0.47	1.38	2.05	1.04	0.26	1.97	0.49	1.15	0.00	0.00	0.00	0.00	2.55	0.41	0.77	0.86
peak21684	2.89	4.90	1.98	1.71	0.78	1.75	2.59	0.00	0.51	1.73	1.03	0.99	0.49	2.30	0.00	1.77	2.66	0.76	0.85	1.03	1.08	0.71
peak2840	1.15	7.78	7.92	7.68	1.30	1.00	2.35	0.00	2.05	7.26	1.03	0.49	1.48	0.58	1.02	1.77	0.89	2.27	5.10	1.23	0.46	1.00
peak3595	15.01	11.81	22.07	17.93	5.74	3.26	1.41	0.92	2.56	1.73	1.55	1.48	0.99	2.30	3.06	2.36	20.41	26.50	28.07	1.85	5.26	2.85
